temp_c,ppm,resistance
25.004,-0.01,9984.5708
25.003,-0.01,9984.5708
25.007,-0.01,9984.5708
24.989,-0.01,9984.5708
24.99,-0.01,9984.5708
24.995,-0.01,9984.5708
25.011,-0.01,9984.5708
24.992,-0.01,9984.5708
24.995,-0.01,9984.5708
24.985,0.04,9984.5713
24.995,0.04,9984.5713
24.99,0.04,9984.5713
24.995,0.04,9984.5713
25.001,0.04,9984.5713
24.985,0.04,9984.5713
25.001,0.04,9984.5713
25.001,0.04,9984.5713
25.001,0.04,9984.5713
25.0,0.04,9984.5713
25.008,0.04,9984.5713
25.003,0.04,9984.5713
25.01,0.04,9984.5713
25.0,0.01,9984.571
25.003,0.01,9984.571
24.989,0.01,9984.571
24.989,0.01,9984.571
24.995,0.01,9984.571
24.995,0.01,9984.571
24.988,0.01,9984.571
25.007,0.01,9984.571
24.984,0.01,9984.571
24.982,0.01,9984.571
24.99,0.01,9984.571
25.001,0.01,9984.571
24.997,0.01,9984.571
25.014,-0.01,9984.5708
25.014,-0.01,9984.5708
25.005,-0.01,9984.5708
24.999,-0.01,9984.5708
25.001,-0.01,9984.5708
24.999,-0.01,9984.5708
25.01,-0.01,9984.5708
25.011,-0.01,9984.5708
25.001,-0.01,9984.5708
25.001,-0.01,9984.5708
25.016,-0.01,9984.5708
25.01,-0.01,9984.5708
25.005,-0.01,9984.5708
24.999,-0.01,9984.5708
25.008,-0.04,9984.5705
25.007,-0.04,9984.5705
24.995,-0.04,9984.5705
24.984,-0.04,9984.5705
24.992,-0.04,9984.5705
24.986,-0.04,9984.5705
24.995,-0.04,9984.5705
24.982,-0.04,9984.5705
24.993,-0.04,9984.5705
24.996,-0.04,9984.5705
24.999,-0.04,9984.5705
24.996,-0.04,9984.5705
24.995,-0.04,9984.5705
25.008,-0.04,9984.5705
25.004,-0.04,9984.5705
25.014,-0.04,9984.5705
24.997,-0.04,9984.5705
24.992,-0.04,9984.5705
24.996,-0.04,9984.5705
24.99,-0.04,9984.5705
24.995,-0.04,9984.5705
24.995,-0.04,9984.5705
24.997,-0.04,9984.5705
25.015,-0.04,9984.5705
25.0,-0.04,9984.5705
25.011,-0.04,9984.5705
25.005,-0.04,9984.5705
25.008,0.09,9984.5718
25.001,0.09,9984.5718
25.018,0.09,9984.5718
24.99,0.09,9984.5718
24.989,0.09,9984.5718
24.997,0.09,9984.5718
25.005,0.09,9984.5718
24.999,0.09,9984.5718
24.992,0.09,9984.5718
24.997,0.09,9984.5718
25.015,0.09,9984.5718
25.0,0.09,9984.5718
24.985,0.09,9984.5718
24.996,-0.04,9984.5705
24.989,-0.04,9984.5705
25.008,-0.04,9984.5705
24.985,-0.04,9984.5705
25.011,-0.04,9984.5705
25.012,-0.04,9984.5705
25.004,-0.04,9984.5705
24.997,-0.04,9984.5705
24.986,-0.04,9984.5705
24.997,-0.04,9984.5705
24.999,-0.04,9984.5705
24.999,-0.04,9984.5705
24.996,-0.04,9984.5705
24.996,-0.04,9984.5705
25.003,-0.17,9984.5692
24.997,-0.17,9984.5692
25.0,-0.17,9984.5692
25.003,-0.17,9984.5692
25.008,-0.17,9984.5692
24.999,-0.17,9984.5692
24.995,-0.17,9984.5692
24.997,-0.17,9984.5692
24.995,-0.17,9984.5692
24.999,-0.17,9984.5692
25.012,-0.17,9984.5692
25.008,-0.17,9984.5692
25.0,-0.17,9984.5692
24.997,0.01,9984.571
25.0,0.01,9984.571
24.995,0.01,9984.571
25.019,0.01,9984.571
25.0,0.01,9984.571
24.992,0.01,9984.571
25.001,0.01,9984.571
24.995,0.01,9984.571
24.981,0.01,9984.571
24.996,0.01,9984.571
24.992,0.01,9984.571
24.985,0.01,9984.571
24.986,0.01,9984.571
24.98,0.04,9984.5713
24.999,0.04,9984.5713
24.996,0.04,9984.5713
25.004,0.04,9984.5713
24.986,0.04,9984.5713
24.999,0.04,9984.5713
25.005,0.04,9984.5713
24.99,0.04,9984.5713
25.015,0.04,9984.5713
25.007,0.04,9984.5713
25.011,0.04,9984.5713
25.012,0.04,9984.5713
24.997,0.04,9984.5713
25.007,0.04,9984.5713
24.995,-0.01,9984.5708
25.007,-0.01,9984.5708
24.99,-0.01,9984.5708
24.997,-0.01,9984.5708
24.995,-0.01,9984.5708
25.005,-0.01,9984.5708
24.985,-0.01,9984.5708
24.992,-0.01,9984.5708
24.99,-0.01,9984.5708
24.99,-0.01,9984.5708
25.005,-0.01,9984.5708
24.997,-0.01,9984.5708
24.974,-0.01,9984.5708
24.996,-0.12,9984.5697
24.984,-0.12,9984.5697
24.997,-0.12,9984.5697
25.0,-0.12,9984.5697
24.996,-0.12,9984.5697
24.996,-0.12,9984.5697
25.008,-0.12,9984.5697
24.999,-0.12,9984.5697
25.018,-0.12,9984.5697
25.014,-0.12,9984.5697
25.004,-0.12,9984.5697
25.005,-0.12,9984.5697
25.004,-0.12,9984.5697
25.014,-0.12,9984.5697
25.004,0.24,9984.5733
24.999,0.24,9984.5733
24.996,0.24,9984.5733
24.986,0.24,9984.5733
24.999,0.24,9984.5733
24.992,0.24,9984.5733
25.007,0.24,9984.5733
24.995,0.24,9984.5733
24.999,0.24,9984.5733
25.004,0.24,9984.5733
25.003,0.24,9984.5733
25.0,0.24,9984.5733
25.007,0.24,9984.5733
25.0,-0.07,9984.5702
25.012,-0.07,9984.5702
25.003,-0.07,9984.5702
24.995,-0.07,9984.5702
24.993,-0.07,9984.5702
25.004,-0.07,9984.5702
24.997,-0.07,9984.5702
25.001,-0.07,9984.5702
25.0,-0.07,9984.5702
24.992,-0.07,9984.5702
25.005,-0.07,9984.5702
24.992,-0.07,9984.5702
24.985,-0.07,9984.5702
24.997,-0.07,9984.5702
24.988,0.11,9984.572
24.992,0.11,9984.572
24.993,0.11,9984.572
25.0,0.11,9984.572
24.992,0.11,9984.572
24.996,0.11,9984.572
25.0,0.11,9984.572
25.004,0.11,9984.572
25.008,0.11,9984.572
25.011,0.11,9984.572
25.012,0.11,9984.572
25.001,0.11,9984.572
24.995,0.11,9984.572
24.999,0.09,9984.5718
25.005,0.09,9984.5718
25.0,0.09,9984.5718
25.022,0.09,9984.5718
25.018,0.09,9984.5718
24.996,0.09,9984.5718
24.999,0.09,9984.5718
25.003,0.09,9984.5718
25.0,0.09,9984.5718
25.0,0.09,9984.5718
25.007,0.09,9984.5718
24.995,0.09,9984.5718
24.996,0.09,9984.5718
24.989,0.01,9984.571
24.99,0.01,9984.571
24.989,0.01,9984.571
25.008,0.01,9984.571
24.988,0.01,9984.571
25.0,0.01,9984.571
24.993,0.01,9984.571
25.003,0.01,9984.571
24.988,0.01,9984.571
24.99,0.01,9984.571
24.999,0.01,9984.571
25.0,0.01,9984.571
25.014,0.01,9984.571
25.014,0.01,9984.571
24.995,0.09,9984.5718
25.001,0.09,9984.5718
24.997,0.09,9984.5718
25.001,0.09,9984.5718
25.018,0.09,9984.5718
25.011,0.09,9984.5718
24.996,0.09,9984.5718
25.001,0.09,9984.5718
24.989,0.09,9984.5718
25.0,0.09,9984.5718
25.01,0.09,9984.5718
25.003,0.09,9984.5718
25.003,0.09,9984.5718
25.003,0.16,9984.5725
24.997,0.16,9984.5725
25.0,0.16,9984.5725
25.0,0.16,9984.5725
25.001,0.16,9984.5725
24.992,0.16,9984.5725
24.999,0.16,9984.5725
24.996,0.16,9984.5725
24.997,0.16,9984.5725
24.995,0.16,9984.5725
25.001,0.16,9984.5725
25.01,0.16,9984.5725
24.997,0.16,9984.5725
25.007,0.16,9984.5725
25.004,0.01,9984.571
24.992,0.01,9984.571
25.004,0.01,9984.571
25.012,0.01,9984.571
25.012,0.01,9984.571
24.996,0.01,9984.571
25.018,0.01,9984.571
25.001,0.01,9984.571
25.007,0.01,9984.571
24.997,0.01,9984.571
24.997,0.01,9984.571
24.996,0.01,9984.571
25.005,0.01,9984.571
25.007,0.06,9984.5715
25.0,0.06,9984.5715
24.995,0.06,9984.5715
25.001,0.06,9984.5715
24.989,0.06,9984.5715
24.985,0.06,9984.5715
24.989,0.06,9984.5715
25.001,0.06,9984.5715
25.001,0.06,9984.5715
24.988,0.06,9984.5715
25.008,0.06,9984.5715
24.995,0.06,9984.5715
24.988,0.06,9984.5715
25.007,0.06,9984.5715
24.995,0.06,9984.5715
24.99,0.06,9984.5715
25.0,0.06,9984.5715
25.008,0.06,9984.5715
24.997,0.06,9984.5715
25.01,0.06,9984.5715
24.999,0.06,9984.5715
25.001,0.06,9984.5715
25.005,0.06,9984.5715
25.015,0.06,9984.5715
25.001,0.06,9984.5715
25.0,0.06,9984.5715
24.997,0.06,9984.5715
24.993,0.16,9984.5725
24.997,0.16,9984.5725
24.993,0.16,9984.5725
24.989,0.16,9984.5725
25.003,0.16,9984.5725
25.007,0.16,9984.5725
25.004,0.16,9984.5725
25.0,0.16,9984.5725
24.996,0.16,9984.5725
25.004,0.16,9984.5725
25.001,0.16,9984.5725
25.014,0.16,9984.5725
24.996,0.16,9984.5725
24.989,0.11,9984.572
24.999,0.11,9984.572
24.992,0.11,9984.572
24.995,0.11,9984.572
24.995,0.11,9984.572
24.989,0.11,9984.572
25.0,0.11,9984.572
25.005,0.11,9984.572
24.986,0.11,9984.572
24.999,0.11,9984.572
25.011,0.11,9984.572
25.004,0.11,9984.572
25.007,0.11,9984.572
25.005,0.11,9984.572
24.999,0.01,9984.571
24.996,0.01,9984.571
24.999,0.01,9984.571
25.001,0.01,9984.571
25.0,0.01,9984.571
25.0,0.01,9984.571
25.014,0.01,9984.571
25.001,0.01,9984.571
25.004,0.01,9984.571
25.014,0.01,9984.571
25.0,0.01,9984.571
25.0,0.01,9984.571
25.01,0.01,9984.571
24.997,0.11,9984.572
25.003,0.11,9984.572
24.999,0.11,9984.572
25.007,0.11,9984.572
25.0,0.11,9984.572
25.005,0.11,9984.572
24.997,0.11,9984.572
24.992,0.11,9984.572
25.003,0.11,9984.572
25.0,0.11,9984.572
25.004,0.11,9984.572
25.001,0.11,9984.572
25.008,0.11,9984.572
25.008,0.11,9984.572
25.008,-0.14,9984.5695
24.992,-0.14,9984.5695
25.004,-0.14,9984.5695
24.999,-0.14,9984.5695
24.996,-0.14,9984.5695
25.0,-0.14,9984.5695
24.996,-0.14,9984.5695
24.995,-0.14,9984.5695
25.0,-0.14,9984.5695
24.992,-0.14,9984.5695
24.99,-0.14,9984.5695
24.992,-0.14,9984.5695
25.003,-0.14,9984.5695
24.997,0.01,9984.571
24.992,0.01,9984.571
24.99,0.01,9984.571
24.996,0.01,9984.571
24.996,0.01,9984.571
25.001,0.01,9984.571
25.007,0.01,9984.571
24.996,0.01,9984.571
25.001,0.01,9984.571
25.0,0.01,9984.571
24.993,0.01,9984.571
25.008,0.01,9984.571
24.999,0.01,9984.571
25.01,-0.01,9984.5708
25.0,-0.01,9984.5708
25.012,-0.01,9984.5708
24.989,-0.01,9984.5708
24.995,-0.01,9984.5708
25.004,-0.01,9984.5708
25.003,-0.01,9984.5708
24.997,-0.01,9984.5708
25.003,-0.01,9984.5708
25.0,-0.01,9984.5708
24.993,-0.01,9984.5708
25.003,-0.01,9984.5708
24.996,-0.01,9984.5708
24.997,-0.01,9984.5708
24.997,-0.01,9984.5708
25.012,-0.01,9984.5708
24.982,-0.01,9984.5708
24.999,-0.01,9984.5708
24.99,-0.01,9984.5708
25.005,-0.01,9984.5708
24.997,-0.01,9984.5708
25.0,-0.01,9984.5708
24.996,-0.01,9984.5708
24.997,-0.01,9984.5708
24.995,-0.01,9984.5708
25.001,-0.01,9984.5708
24.988,-0.01,9984.5708
25.008,0.04,9984.5713
25.0,0.04,9984.5713
24.995,0.04,9984.5713
24.996,0.04,9984.5713
24.997,0.04,9984.5713
25.003,0.04,9984.5713
25.008,0.04,9984.5713
25.007,0.04,9984.5713
24.996,0.04,9984.5713
25.004,0.04,9984.5713
25.003,0.04,9984.5713
25.008,0.04,9984.5713
24.989,0.04,9984.5713
25.01,0.04,9984.5713
24.986,0.01,9984.571
25.018,0.01,9984.571
24.999,0.01,9984.571
25.007,0.01,9984.571
25.001,0.01,9984.571
25.014,0.01,9984.571
25.004,0.01,9984.571
25.005,0.01,9984.571
25.001,0.01,9984.571
24.996,0.01,9984.571
24.992,0.01,9984.571
24.999,0.01,9984.571
25.005,0.01,9984.571
25.014,0.01,9984.571
24.99,0.01,9984.571
24.995,0.01,9984.571
24.989,0.01,9984.571
24.999,0.01,9984.571
24.989,0.01,9984.571
24.993,0.01,9984.571
24.988,0.01,9984.571
25.007,0.01,9984.571
25.001,0.01,9984.571
24.999,0.01,9984.571
24.988,0.01,9984.571
25.0,0.01,9984.571
24.995,0.01,9984.571
24.997,0.01,9984.571
24.99,0.01,9984.571
25.0,0.01,9984.571
24.992,0.01,9984.571
24.995,0.01,9984.571
25.003,0.01,9984.571
25.003,0.01,9984.571
24.995,0.01,9984.571
25.025,0.01,9984.571
25.001,0.01,9984.571
25.007,0.01,9984.571
25.008,0.01,9984.571
25.005,0.01,9984.571
25.001,-0.04,9984.5705
25.0,-0.04,9984.5705
25.011,-0.04,9984.5705
24.997,-0.04,9984.5705
24.999,-0.04,9984.5705
25.004,-0.04,9984.5705
24.993,-0.04,9984.5705
25.005,-0.04,9984.5705
25.007,-0.04,9984.5705
25.004,-0.04,9984.5705
25.008,-0.04,9984.5705
24.995,-0.04,9984.5705
25.001,-0.04,9984.5705
25.008,-0.07,9984.5702
25.003,-0.07,9984.5702
25.005,-0.07,9984.5702
25.004,-0.07,9984.5702
24.997,-0.07,9984.5702
25.004,-0.07,9984.5702
25.003,-0.07,9984.5702
24.999,-0.07,9984.5702
25.001,-0.07,9984.5702
25.0,-0.07,9984.5702
25.0,-0.07,9984.5702
24.99,-0.07,9984.5702
24.999,-0.07,9984.5702
24.986,-0.07,9984.5702
25.001,0.06,9984.5715
24.997,0.06,9984.5715
24.984,0.06,9984.5715
24.982,0.06,9984.5715
25.003,0.06,9984.5715
24.997,0.06,9984.5715
25.01,0.06,9984.5715
25.004,0.06,9984.5715
25.003,0.06,9984.5715
25.004,0.06,9984.5715
25.012,0.06,9984.5715
24.993,0.06,9984.5715
25.001,0.06,9984.5715
24.997,0.04,9984.5713
25.014,0.04,9984.5713
25.003,0.04,9984.5713
25.015,0.04,9984.5713
25.001,0.04,9984.5713
25.012,0.04,9984.5713
25.001,0.04,9984.5713
24.995,0.04,9984.5713
24.989,0.04,9984.5713
25.005,0.04,9984.5713
24.995,0.04,9984.5713
25.011,0.04,9984.5713
25.01,0.04,9984.5713
24.99,0.04,9984.5713
24.995,0.06,9984.5715
25.001,0.06,9984.5715
25.003,0.06,9984.5715
24.999,0.06,9984.5715
25.001,0.06,9984.5715
24.996,0.06,9984.5715
25.007,0.06,9984.5715
24.985,0.06,9984.5715
24.99,0.06,9984.5715
24.999,0.06,9984.5715
24.986,0.06,9984.5715
25.007,0.06,9984.5715
25.004,0.06,9984.5715
24.99,0.09,9984.5718
25.0,0.09,9984.5718
25.005,0.09,9984.5718
24.996,0.09,9984.5718
24.995,0.09,9984.5718
25.003,0.09,9984.5718
24.999,0.09,9984.5718
24.999,0.09,9984.5718
24.997,0.09,9984.5718
24.999,0.09,9984.5718
24.989,0.09,9984.5718
25.003,0.09,9984.5718
24.996,0.09,9984.5718
25.012,0.01,9984.571
25.007,0.01,9984.571
25.003,0.01,9984.571
25.0,0.01,9984.571
25.019,0.01,9984.571
25.005,0.01,9984.571
25.01,0.01,9984.571
25.004,0.01,9984.571
24.999,0.01,9984.571
25.008,0.01,9984.571
24.993,0.01,9984.571
24.993,0.01,9984.571
25.0,0.01,9984.571
25.005,0.01,9984.571
24.996,-0.07,9984.5702
25.008,-0.07,9984.5702
24.992,-0.07,9984.5702
25.007,-0.07,9984.5702
24.997,-0.07,9984.5702
24.992,-0.07,9984.5702
24.996,-0.07,9984.5702
25.005,-0.07,9984.5702
25.003,-0.07,9984.5702
25.003,-0.07,9984.5702
25.012,-0.07,9984.5702
24.999,-0.07,9984.5702
24.999,-0.07,9984.5702
24.997,-0.09,9984.57
24.992,-0.09,9984.57
24.997,-0.09,9984.57
24.999,-0.09,9984.57
25.008,-0.09,9984.57
25.0,-0.09,9984.57
25.007,-0.09,9984.57
25.001,-0.09,9984.57
24.993,-0.09,9984.57
24.996,-0.09,9984.57
24.989,-0.09,9984.57
25.01,-0.09,9984.57
25.016,-0.09,9984.57
25.001,-0.09,9984.57
25.004,0.01,9984.571
25.003,0.01,9984.571
25.01,0.01,9984.571
25.005,0.01,9984.571
24.992,0.01,9984.571
25.0,0.01,9984.571
24.999,0.01,9984.571
25.001,0.01,9984.571
24.992,0.01,9984.571
24.999,0.01,9984.571
25.001,0.01,9984.571
25.001,0.01,9984.571
24.989,0.01,9984.571
25.001,-0.04,9984.5705
24.993,-0.04,9984.5705
24.999,-0.04,9984.5705
24.999,-0.04,9984.5705
24.997,-0.04,9984.5705
25.001,-0.04,9984.5705
24.999,-0.04,9984.5705
24.996,-0.04,9984.5705
24.992,-0.04,9984.5705
25.005,-0.04,9984.5705
24.999,-0.04,9984.5705
25.004,-0.04,9984.5705
25.001,-0.04,9984.5705
24.999,-0.04,9984.5705
25.01,-0.04,9984.5705
25.003,-0.04,9984.5705
24.996,-0.04,9984.5705
25.008,-0.04,9984.5705
25.01,-0.04,9984.5705
25.003,-0.04,9984.5705
24.996,-0.04,9984.5705
25.005,-0.04,9984.5705
25.0,-0.04,9984.5705
25.003,-0.04,9984.5705
25.003,-0.04,9984.5705
25.004,-0.04,9984.5705
24.997,-0.04,9984.5705
24.996,0.09,9984.5718
24.996,0.09,9984.5718
24.996,0.09,9984.5718
25.004,0.09,9984.5718
25.003,0.09,9984.5718
25.012,0.09,9984.5718
24.988,0.09,9984.5718
24.989,0.09,9984.5718
25.008,0.09,9984.5718
24.997,0.09,9984.5718
24.993,0.09,9984.5718
25.004,0.09,9984.5718
24.984,0.09,9984.5718
24.984,-0.22,9984.5687
24.988,-0.22,9984.5687
25.0,-0.22,9984.5687
24.999,-0.22,9984.5687
25.01,-0.22,9984.5687
25.01,-0.22,9984.5687
24.996,-0.22,9984.5687
25.011,-0.22,9984.5687
25.016,-0.22,9984.5687
25.005,-0.22,9984.5687
25.012,-0.22,9984.5687
25.015,-0.22,9984.5687
25.015,-0.22,9984.5687
25.011,-0.22,9984.5687
25.003,-0.12,9984.5697
24.995,-0.12,9984.5697
24.992,-0.12,9984.5697
25.005,-0.12,9984.5697
24.985,-0.12,9984.5697
24.995,-0.12,9984.5697
24.997,-0.12,9984.5697
24.986,-0.12,9984.5697
24.993,-0.12,9984.5697
24.992,-0.12,9984.5697
25.011,-0.12,9984.5697
24.988,-0.12,9984.5697
24.986,-0.12,9984.5697
24.988,-0.07,9984.5702
24.993,-0.07,9984.5702
25.0,-0.07,9984.5702
25.001,-0.07,9984.5702
25.012,-0.07,9984.5702
25.007,-0.07,9984.5702
25.008,-0.07,9984.5702
24.996,-0.07,9984.5702
24.992,-0.07,9984.5702
24.997,-0.07,9984.5702
24.993,-0.07,9984.5702
25.001,-0.07,9984.5702
25.007,-0.07,9984.5702
24.999,-0.07,9984.5702
24.992,0.16,9984.5725
25.008,0.16,9984.5725
24.993,0.16,9984.5725
24.995,0.16,9984.5725
25.0,0.16,9984.5725
24.997,0.16,9984.5725
24.997,0.16,9984.5725
25.004,0.16,9984.5725
24.986,0.16,9984.5725
24.996,0.16,9984.5725
25.008,0.16,9984.5725
25.007,0.16,9984.5725
24.99,0.16,9984.5725
25.005,0.11,9984.572
25.001,0.11,9984.572
25.016,0.11,9984.572
25.001,0.11,9984.572
25.012,0.11,9984.572
25.004,0.11,9984.572
24.997,0.11,9984.572
25.003,0.11,9984.572
25.001,0.11,9984.572
24.995,0.11,9984.572
25.007,0.11,9984.572
24.996,0.11,9984.572
25.004,0.11,9984.572
24.995,0.01,9984.571
25.01,0.01,9984.571
24.988,0.01,9984.571
25.004,0.01,9984.571
25.001,0.01,9984.571
24.99,0.01,9984.571
25.005,0.01,9984.571
24.996,0.01,9984.571
25.0,0.01,9984.571
25.004,0.01,9984.571
24.997,0.01,9984.571
25.003,0.01,9984.571
25.014,0.01,9984.571
24.993,0.01,9984.571
25.007,0.21,9984.573
24.985,0.21,9984.573
25.011,0.21,9984.573
25.007,0.21,9984.573
25.008,0.21,9984.573
25.012,0.21,9984.573
24.999,0.21,9984.573
25.0,0.21,9984.573
25.001,0.21,9984.573
25.007,0.21,9984.573
25.0,0.21,9984.573
25.003,0.21,9984.573
24.997,0.21,9984.573
24.992,0.19,9984.5728
25.0,0.19,9984.5728
24.995,0.19,9984.5728
24.981,0.19,9984.5728
24.992,0.19,9984.5728
24.995,0.19,9984.5728
25.004,0.19,9984.5728
24.996,0.19,9984.5728
24.997,0.19,9984.5728
25.003,0.19,9984.5728
24.997,0.19,9984.5728
25.011,0.19,9984.5728
25.001,0.19,9984.5728
25.003,0.19,9984.5728
24.999,-0.04,9984.5705
24.993,-0.04,9984.5705
24.99,-0.04,9984.5705
25.015,-0.04,9984.5705
25.003,-0.04,9984.5705
25.005,-0.04,9984.5705
24.999,-0.04,9984.5705
25.001,-0.04,9984.5705
24.978,-0.04,9984.5705
24.981,-0.04,9984.5705
24.992,-0.04,9984.5705
24.985,-0.04,9984.5705
24.996,-0.04,9984.5705
25.003,0.04,9984.5713
25.022,0.04,9984.5713
25.005,0.04,9984.5713
25.011,0.04,9984.5713
24.999,0.04,9984.5713
25.003,0.04,9984.5713
24.99,0.04,9984.5713
24.995,0.04,9984.5713
25.003,0.04,9984.5713
25.005,0.04,9984.5713
24.997,0.04,9984.5713
25.0,0.04,9984.5713
24.999,0.04,9984.5713
24.995,-0.04,9984.5705
25.004,-0.04,9984.5705
25.0,-0.04,9984.5705
24.993,-0.04,9984.5705
24.985,-0.04,9984.5705
24.992,-0.04,9984.5705
24.997,-0.04,9984.5705
25.0,-0.04,9984.5705
24.989,-0.04,9984.5705
24.99,-0.04,9984.5705
25.001,-0.04,9984.5705
25.019,-0.04,9984.5705
25.008,-0.04,9984.5705
25.01,-0.04,9984.5705
25.01,0.01,9984.571
25.007,0.01,9984.571
24.996,0.01,9984.571
24.999,0.01,9984.571
24.985,0.01,9984.571
24.99,0.01,9984.571
24.997,0.01,9984.571
24.999,0.01,9984.571
25.011,0.01,9984.571
25.012,0.01,9984.571
25.007,0.01,9984.571
25.016,0.01,9984.571
25.0,0.01,9984.571
25.011,-0.07,9984.5702
24.996,-0.07,9984.5702
24.995,-0.07,9984.5702
24.99,-0.07,9984.5702
25.007,-0.07,9984.5702
24.996,-0.07,9984.5702
25.0,-0.07,9984.5702
25.0,-0.07,9984.5702
25.001,-0.07,9984.5702
25.004,-0.07,9984.5702
24.997,-0.07,9984.5702
24.982,-0.07,9984.5702
24.997,-0.07,9984.5702
25.001,-0.07,9984.5702
25.004,-0.07,9984.5702
24.995,-0.07,9984.5702
24.988,-0.07,9984.5702
24.995,-0.07,9984.5702
24.992,-0.07,9984.5702
25.005,-0.07,9984.5702
24.999,-0.07,9984.5702
24.993,-0.07,9984.5702
25.003,-0.07,9984.5702
25.007,-0.07,9984.5702
24.992,-0.07,9984.5702
24.997,-0.07,9984.5702
25.004,-0.07,9984.5702
24.997,-0.17,9984.5692
25.004,-0.17,9984.5692
24.993,-0.17,9984.5692
25.007,-0.17,9984.5692
24.995,-0.17,9984.5692
25.011,-0.17,9984.5692
24.992,-0.17,9984.5692
25.003,-0.17,9984.5692
24.999,-0.17,9984.5692
25.0,-0.17,9984.5692
25.004,-0.17,9984.5692
24.989,-0.17,9984.5692
25.003,-0.17,9984.5692
25.0,-0.17,9984.5692
25.0,-0.04,9984.5705
25.012,-0.04,9984.5705
25.011,-0.04,9984.5705
24.993,-0.04,9984.5705
25.01,-0.04,9984.5705
24.997,-0.04,9984.5705
24.99,-0.04,9984.5705
25.0,-0.04,9984.5705
25.004,-0.04,9984.5705
24.995,-0.04,9984.5705
24.988,-0.04,9984.5705
24.99,-0.04,9984.5705
25.005,-0.04,9984.5705
25.012,-0.22,9984.5687
24.995,-0.22,9984.5687
25.008,-0.22,9984.5687
24.982,-0.22,9984.5687
24.996,-0.22,9984.5687
25.008,-0.22,9984.5687
24.99,-0.22,9984.5687
24.992,-0.22,9984.5687
24.999,-0.22,9984.5687
24.999,-0.22,9984.5687
25.01,-0.22,9984.5687
25.0,-0.22,9984.5687
24.999,-0.22,9984.5687
25.008,-0.19,9984.569
25.003,-0.19,9984.569
24.997,-0.19,9984.569
25.01,-0.19,9984.569
24.999,-0.19,9984.569
25.011,-0.19,9984.569
24.993,-0.19,9984.569
24.995,-0.19,9984.569
25.005,-0.19,9984.569
